Locations, fungal genotypes and tree genotypes associated with Rhizopogon vesiculosus and R. vinicolor tuberculate mycorrhizas described in:

Beiler, Kevin; Simard, Suzanne; Durall, Daniel. 2015 'Topology of tree-mycorrhizal fungus interaction networks in xeric and mesic Douglas-fir forests' Journal of Ecology

MS Reference Number: JEcol-2014-0405.R2


Plot	Site	SmpleID	GenetID	TreeID	UTM_X	UTM_Y
Plot 1	xeric	VES-001	VES-1-01	P1-T020	674396.55600	5636242.45500
Plot 1	xeric	VES-002	VES-1-01	P1-T004	674395.72400	5636242.30600
Plot 1	xeric	VES-003	VES-1-01	P1-T061	674395.23500	5636239.31200
Plot 1	xeric	VES-004	VES-1-01	P1-T019	674394.77500	5636239.08200
Plot 1	xeric	VES-005	VES-1-01	P1-T019	674394.55400	5636242.30900
Plot 1	xeric	VES-006	VES-1-01	P1-T020	674394.48700	5636240.99200
Plot 1	xeric	VES-007	VES-1-01	P1-T019	674394.52600	5636241.03100
Plot 1	xeric	VES-008	VES-1-01	P1-T020	674393.70300	5636242.21200
Plot 1	xeric	VES-009	VES-1-01	P1-T019	674393.32700	5636242.30200
Plot 1	xeric	VES-010	VES-1-01	P1-T025	674393.33800	5636242.63200
Plot 1	xeric	VES-011	VES-1-01	P1-T021	674393.81500	5636243.29300
Plot 1	xeric	VES-012	VES-1-01	P1-T001	674392.65300	5636240.17200
Plot 1	xeric	VES-013	VES-1-01	P1-T001	674393.50000	5636239.87400
Plot 1	xeric	VES-014	VES-1-01	P1-T001	674391.85100	5636242.33400
Plot 1	xeric	VES-015	VES-1-01	P1-T001	674392.20000	5636238.71400
Plot 1	xeric	VES-016	VES-1-01	P1-T022	674392.20400	5636238.71700
Plot 1	xeric	VES-017	VES-1-01	P1-T008	674392.28700	5636238.87500
Plot 1	xeric	VES-018	VES-1-01	P1-T025	674392.26900	5636238.87800
Plot 1	xeric	VES-019	VES-1-01	P1-T038	674391.17500	5636239.30200
Plot 1	xeric	VES-020	VES-1-01	P1-T023	674391.79800	5636240.83700
Plot 1	xeric	VES-021	VES-1-01	P1-T026	674390.30600	5636241.73100
Plot 1	xeric	VES-022	VES-1-01	P1-T021	674390.69100	5636241.72400
Plot 1	xeric	VES-023	VES-1-01	P1-T026	674389.85900	5636240.96300
Plot 1	xeric	VES-024	VES-1-01	P1-T023	674389.59200	5636240.80000
Plot 1	xeric	VES-025	VES-1-01	P1-T023	674389.53700	5636241.05500
Plot 1	xeric	VES-026	VES-1-01	P1-T005	674388.89500	5636242.68100
Plot 1	xeric	VES-027	VES-1-01	P1-T025	674388.87500	5636242.67400
Plot 1	xeric	VES-028	VES-1-01	P1-T025	674388.46400	5636242.61200
Plot 1	xeric	VES-029	VES-1-01	P1-T038	674389.70400	5636236.71700
Plot 1	xeric	VES-030	VES-1-01	P1-T061	674389.97300	5636234.66000
Plot 1	xeric	VES-031	VES-1-01	P1-T041	674389.69000	5636234.41200
Plot 1	xeric	VES-032	VES-1-01	P1-T049	674390.49000	5636232.95000
Plot 1	xeric	VES-033	VES-1-01	P1-T041	674389.56900	5636232.71000
Plot 1	xeric	VES-034	VES-1-01	P1-T041	674389.28400	5636232.72400
Plot 1	xeric	VES-035	VES-1-01	P1-T041	674389.21600	5636233.10200
Plot 1	xeric	VES-036	VES-1-01	P1-T079	674388.76600	5636233.09000
Plot 1	xeric	VES-037	VES-1-01	P1-T041	674388.28400	5636234.07700
Plot 1	xeric	VES-038	VES-1-01	P1-T041	674388.14700	5636234.31900
Plot 1	xeric	VES-039	VES-1-01	P1-T041	674387.87500	5636233.03000
Plot 1	xeric	VES-040	VES-1-01	P1-T038	674387.85500	5636233.23600
Plot 1	xeric	VES-041	VES-1-01	P1-T062	674394.70500	5636233.44000
Plot 1	xeric	VES-042	VES-1-01	P1-T062	674394.74700	5636233.49600
Plot 1	xeric	VES-043	VES-1-01	P1-T062	674395.18000	5636233.46800
Plot 1	xeric	VES-044	VES-1-01	P1-T081	674395.94772	5636237.16364
Plot 1	xeric	VES-045	VES-1-01	P1-T042	674387.89736	5636236.68655
Plot 1	xeric	VES-046	VES-1-01	P1-T079	674389.47834	5636237.40177
Plot 1	xeric	VES-047	VES-1-01	P1-T079	674389.09738	5636237.57108
Plot 1	xeric	VES-048	VES-1-01	P1-T037	674387.93160	5636238.32946
Plot 1	xeric	VES-049	VES-1-01	P1-T041	674387.96788	5636236.95789
Plot 1	xeric	VES-050	VES-1-01	P1-T041	674389.23671	5636237.57990
Plot 1	xeric	VES-051	VES-1-01	P1-T036	674389.15540	5636236.55350
Plot 1	xeric	VES-052	VES-1-01	P1-U003	674388.18878	5636237.72800
Plot 1	xeric	VES-053	VES-1-01	P1-T041	674388.34120	5636236.50040
Plot 1	xeric	VES-054	VES-1-01	P1-T041	674388.34120	5636236.50040
Plot 1	xeric	VES-055	VES-1-01	P1-T079	674388.34120	5636236.50040
Plot 1	xeric	VES-056	VES-1-01	P1-T041	674388.34120	5636236.50040
Plot 1	xeric	VES-057	VES-1-01	P1-T041	674388.42319	5636235.32149
Plot 1	xeric	VES-058	VES-1-01	P1-T035	674388.37730	5636236.69890
Plot 1	xeric	VES-059	VES-1-01	P1-T038	674389.47608	5636236.88797
Plot 1	xeric	VES-060	VES-1-01	P1-T041	674388.38447	5636236.38307
Plot 1	xeric	VES-061	VES-1-01	P1-T041	674388.30075	5636236.38403
Plot 1	xeric	VES-062	VES-1-01	P1-T041	674388.17700	5636236.73750
Plot 1	xeric	VES-063	VES-1-01	P1-T041	674388.17700	5636236.73750
Plot 1	xeric	VES-064	VES-1-01	P1-T038	674388.17700	5636236.73750
Plot 1	xeric	VES-065	VES-1-01	P1-T041	674388.50813	5636235.11326
Plot 1	xeric	VES-066	VES-1-02	P1-T048	674388.41300	5636232.54600
Plot 1	xeric	VES-067	VES-1-03	P1-T041	674387.72500	5636234.11200
Plot 1	xeric	VES-068	VES-1-03	P1-T048	674387.89700	5636232.58800
Plot 1	xeric	VES-069	VES-1-04	P1-T019	674396.06100	5636240.68700
Plot 2	xeric	VES-070	VES-2-01	P2-T011	674371.97400	5636398.42700
Plot 2	xeric	VES-071	VES-2-01	P2-T009	674372.14700	5636398.62200
Plot 2	xeric	VES-072	VES-2-01	P2-T010	674372.27100	5636397.47100
Plot 2	xeric	VES-073	VES-2-01	P2-T058	674371.13600	5636399.59700
Plot 2	xeric	VES-074	VES-2-01	P2-T009	674371.18800	5636399.67000
Plot 2	xeric	VES-075	VES-2-01	P2-T009	674371.86700	5636399.86900
Plot 2	xeric	VES-076	VES-2-01	P2-T006	674370.50600	5636398.24300
Plot 2	xeric	VES-077	VES-2-01	P2-T010	674371.41000	5636395.08100
Plot 2	xeric	VES-078	VES-2-01	P2-T009	674370.71300	5636396.21600
Plot 2	xeric	VES-079	VES-2-01	P2-T008	674370.00100	5636398.83600
Plot 2	xeric	VES-080	VES-2-01	P2-T009	674370.49100	5636398.79300
Plot 2	xeric	VES-081	VES-2-01	P2-T008	674370.20700	5636398.88400
Plot 2	xeric	VES-082	VES-2-01	P2-T010	674376.35400	5636397.11200
Plot 2	xeric	VES-083	VES-2-01	P2-T007	674375.87900	5636398.49600
Plot 2	xeric	VES-084	VES-2-01	P2-T011	674376.17400	5636399.72600
Plot 2	xeric	VES-085	VES-2-01	P2-T012	674376.10500	5636399.99200
Plot 2	xeric	VES-086	VES-2-01	P2-T010	674375.12700	5636395.57400
Plot 2	xeric	VES-087	VES-2-01	P2-T011	674375.60800	5636394.42400
Plot 2	xeric	VES-088	VES-2-01	P2-T010	674373.07700	5636395.95500
Plot 2	xeric	VES-089	VES-2-01	P2-T011	674374.24800	5636395.74600
Plot 2	xeric	VES-090	VES-2-01	P2-T012	674372.95700	5636397.18600
Plot 2	xeric	VES-091	VES-2-01	P2-T012	674372.92700	5636397.33600
Plot 2	xeric	VES-092	VES-2-01	P2-T008	674372.76500	5636395.79200
Plot 2	xeric	VES-093	VES-2-01	P2-T012	674373.53200	5636399.24600
Plot 2	xeric	VES-094	VES-2-01	P2-T008	674372.14000	5636399.79700
Plot 2	xeric	VES-095	VES-2-01	P2-T009	674372.24147	5636398.70094
Plot 2	xeric	VES-096	VES-2-01	P2-T004	674369.80500	5636399.78300
Plot 2	xeric	VES-097	VES-2-01	P2-T048	674369.65935	5636399.74559
Plot 2	xeric	VES-098	VES-2-02	P2-T009	674370.64182	5636399.52688
Plot 3	xeric	VES-099	VES-3-01	P3-T002	674382.94200	5636516.89600
Plot 3	xeric	VES-100	VES-3-01	P3-T001	674383.20594	5636518.32382
Plot 3	xeric	VES-101	VES-3-01	P3-T001	674382.38800	5636515.05400
Plot 3	xeric	VES-102	VES-3-01	P3-T001	674383.07200	5636514.36200
Plot 3	xeric	VES-103	VES-3-01	P3-T001	674382.41000	5636514.23300
Plot 3	xeric	VES-104	VES-3-01	P3-T017	674382.29900	5636514.29900
Plot 3	xeric	VES-105	VES-3-01	P3-T001	674380.37900	5636517.69500
Plot 3	xeric	VES-106	VES-3-01	P3-T001	674379.60600	5636517.33500
Plot 3	xeric	VES-107	VES-3-01	P3-T003	674383.67300	5636514.72300
Plot 3	xeric	VES-108	VES-3-01	P3-T048	674383.68500	5636514.40700
Plot 3	xeric	VES-109	VES-3-01	P3-T014	674383.55400	5636514.99800
Plot 3	xeric	VES-110	VES-3-01	P3-T001	674382.47994	5636517.96329
Plot 3	xeric	VES-111	VES-3-01	P3-T019	674375.61100	5636518.39500
Plot 3	xeric	VES-112	VES-3-01	P3-T013	674375.90800	5636517.81500
Plot 3	xeric	VES-113	VES-3-01	P3-T013	674375.91400	5636518.40900
Plot 3	xeric	VES-114	VES-3-01	P3-T013	674376.13124	5636514.81082
Plot 3	xeric	VES-115	VES-3-01	P3-T074	674380.21741	5636517.84500
Plot 3	xeric	VES-116	VES-3-01	P3-T014	674375.95500	5636517.37600
Plot 3	xeric	VES-117	VES-3-01	P3-T013	674375.36600	5636518.39500
Plot 3	xeric	VES-118	VES-3-01	P3-T013	674375.20600	5636518.34800
Plot 3	xeric	VES-119	VES-3-01	P3-T013	674373.95300	5636517.12900
Plot 3	xeric	VES-120	VES-3-01	P3-T052	674373.74000	5636517.31300
Plot 3	xeric	VES-121	VES-3-01	P3-T013	674378.64700	5636515.16700
Plot 3	xeric	VES-122	VES-3-01	P3-T041	674378.80500	5636514.98800
Plot 3	xeric	VES-123	VES-3-01	P3-T025	674376.70000	5636516.79400
Plot 3	xeric	VES-124	VES-3-01	P3-T026	674377.05600	5636516.71700
Plot 3	xeric	VES-125	VES-3-01	P3-T019	674375.52700	5636516.62900
Plot 3	xeric	VES-126	VES-3-01	P3-T014	674375.36200	5636515.01100
Plot 3	xeric	VES-127	VES-3-01	P3-T017	674382.16300	5636508.72900
Plot 3	xeric	VES-128	VES-3-01	P3-T016	674383.46082	5636509.56159
Plot 3	xeric	VES-129	VES-3-01	P3-T019	674379.04400	5636509.95100
Plot 3	xeric	VES-130	VES-3-01	P3-T049	674380.65500	5636510.82900
Plot 3	xeric	VES-131	VES-3-01	P3-T020	674375.15900	5636508.63500
Plot 3	xeric	VES-132	VES-3-01	P3-T020	674375.13000	5636508.63500
Plot 3	xeric	VES-133	VES-3-01	P3-T025	674376.61500	5636516.64700
Plot 3	xeric	VES-134	VES-3-01	P3-T001	674380.94865	5636512.29259
Plot 3	xeric	VES-135	VES-3-01	P3-T013	674374.54171	5636518.18229
Plot 3	xeric	VES-136	VES-3-01	P3-T015	674377.87500	5636515.84800
Plot 3	xeric	VES-137	VES-3-01	P3-T032	674379.44100	5636517.10000
Plot 3	xeric	VES-138	VES-3-01	P3-T032	674379.44100	5636516.89800
Plot 3	xeric	VES-139	VES-3-01	P3-T001	674381.96700	5636516.51800
Plot 3	xeric	VES-140	VES-3-01	P3-T111	674376.20600	5636508.43700
Plot 3	xeric	VES-141	VES-3-01	P3-T017	674376.19200	5636508.53800
Plot 3	xeric	VES-142	VES-3-01	P3-T017	674376.36200	5636508.45300
Plot 3	xeric	VES-143	VES-3-01	P3-T113	674376.34700	5636508.50400
Plot 3	xeric	VES-144	VES-3-01	P3-T015	674376.93500	5636515.85700
Plot 3	xeric	VES-145	VES-3-01	P3-T019	674376.80300	5636515.85700
Plot 3	xeric	VES-146	VES-3-01	P3-T113	674373.86200	5636508.48100
Plot 3	xeric	VES-147	VES-3-01	P3-T019	674373.85700	5636508.40600
Plot 3	xeric	VES-148	VES-3-01	P3-T044	674373.87700	5636508.47200
Plot 3	xeric	VES-149	VES-3-01	P3-T113	674374.02700	5636508.47200
Plot 3	xeric	VES-150	VES-3-01	P3-T017	674373.79000	5636511.56900
Plot 3	xeric	VES-151	VES-3-01	P3-T032	674379.48583	5636516.91836
Plot 3	xeric	VES-152	VES-3-01	P3-T019	674374.25370	5636508.48210
Plot 3	xeric	VES-153	VES-3-01	P3-T113	674374.25370	5636508.48210
Plot 3	xeric	VES-154	VES-3-01	P3-T019	674374.46030	5636509.28330
Plot 3	xeric	VES-155	VES-3-01	P3-T019	674374.46030	5636509.28330
Plot 3	xeric	VES-156	VES-3-01	P3-T019	674374.46030	5636509.28330
Plot 3	xeric	VES-157	VES-3-01	P3-T113	674374.25370	5636508.48210
Plot 3	xeric	VES-158	VES-3-01	P3-T001	674374.25370	5636508.48210
Plot 3	xeric	VES-159	VES-3-01	P3-T019	674374.85580	5636509.28330
Plot 3	xeric	VES-160	VES-3-01	P3-T019	674374.85580	5636509.28330
Plot 3	xeric	VES-161	VES-3-01	P3-T113	674374.25730	5636509.68160
Plot 3	xeric	VES-162	VES-3-01	P3-T019	674374.25490	5636509.08000
Plot 3	xeric	VES-163	VES-3-01	P3-T019	674374.25490	5636509.08000
Plot 3	xeric	VES-164	VES-3-01	P3-T019	674374.25490	5636509.08000
Plot 3	xeric	VES-165	VES-3-01	P3-T046	674374.29266	5636510.09191
Plot 3	xeric	VES-166	VES-3-01	P3-T019	674373.80031	5636510.49955
Plot 3	xeric	VES-167	VES-3-01	P3-T014	674373.79501	5636510.48896
Plot 3	xeric	VES-168	VES-3-01	P3-T046	674374.41442	5636508.89544
Plot 3	xeric	VES-169	VES-3-01	P3-T113	674377.04314	5636509.15015
Plot 3	xeric	VES-170	VES-3-02	P3-T001	674382.38800	5636518.40400
Plot 3	xeric	VES-171	VES-3-03	P3-T002	674383.65200	5636517.11800
Plot 3	xeric	VES-172	VES-3-03	P3-T115	674383.65200	5636516.96300
Plot 3	xeric	VES-173	VES-3-04	P3-T019	674375.09200	5636512.30600
Plot 3	xeric	VES-174	VES-3-04	P3-T109	674375.39400	5636508.59600
Plot 3	xeric	VES-175	VES-3-04	P3-T082	674373.85500	5636511.40000
Plot 3	xeric	VES-176	VES-3-04	P3-T019	674373.78700	5636512.03600
Plot 3	xeric	VES-177	VES-3-04	P3-T047	674374.08700	5636511.87900
Plot 4	mesic	VES-290	VES-4-01	P4-T012	674634.83200	5636330.44700
Plot 4	mesic	VES-291	VES-4-01	P4-T012	674634.92500	5636330.65700
Plot 4	mesic	VES-292	VES-4-01	P4-T019	674630.81100	5636331.98900
Plot 4	mesic	VES-293	VES-4-01	P4-T012	674630.79100	5636331.94000
Plot 4	mesic	VES-294	VES-4-01	P4-T012	674630.23900	5636330.67700
Plot 4	mesic	VES-295	VES-4-01	P4-T017	674630.43000	5636332.11400
Plot 4	mesic	VES-296	VES-4-01	P4-T040	674630.94200	5636335.02600
Plot 4	mesic	VES-297	VES-4-02	P4-T012	674636.59800	5636338.33500
Plot 4	mesic	VES-298	VES-4-02	P4-T056	674635.83500	5636338.43200
Plot 4	mesic	VES-299	VES-4-02	P4-T054	674639.38500	5636338.39200
Plot 4	mesic	VES-300	VES-4-02	P4-T047	674639.63400	5636338.64300
Plot 4	mesic	VES-301	VES-4-02	P4-T052	674635.72000	5636339.51000
Plot 4	mesic	VES-302	VES-4-02	P4-T001	674635.86100	5636339.92800
Plot 4	mesic	VES-303	VES-4-02	P4-T001	674635.18700	5636337.32200
Plot 4	mesic	VES-304	VES-4-02	P4-T001	674635.41500	5636338.17500
Plot 4	mesic	VES-305	VES-4-02	P4-T002	674634.79800	5636338.67800
Plot 4	mesic	VES-306	VES-4-02	P4-T002	674637.25100	5636336.91000
Plot 4	mesic	VES-307	VES-4-02	P4-T002	674638.04300	5636336.84800
Plot 4	mesic	VES-308	VES-4-02	P4-T001	674636.60000	5636337.49800
Plot 4	mesic	VES-309	VES-4-02	P4-T092	674636.64000	5636337.84300
Plot 4	mesic	VES-310	VES-4-02	P4-T001	674637.77400	5636338.82000
Plot 4	mesic	VES-311	VES-4-02	P4-T001	674636.36300	5636336.63700
Plot 4	mesic	VES-312	VES-4-02	P4-T014	674636.12400	5636335.89100
Plot 4	mesic	VES-313	VES-4-02	P4-T003	674640.57588	5636335.06918
Plot 4	mesic	VES-314	VES-4-02	P4-T073	674638.33600	5636333.33300
Plot 4	mesic	VES-315	VES-4-02	P4-T016	674636.29500	5636333.24600
Plot 4	mesic	VES-316	VES-4-02	P4-T014	674635.93200	5636332.87000
Plot 4	mesic	VES-317	VES-4-02	P4-T100	674634.95400	5636332.37500
Plot 4	mesic	VES-318	VES-4-02	P4-T021	674635.02500	5636332.17700
Plot 4	mesic	VES-319	VES-4-02	P4-T011	674636.52400	5636331.56800
Plot 4	mesic	VES-320	VES-4-02	P4-T012	674635.48500	5636332.56800
Plot 4	mesic	VES-321	VES-4-02	P4-T001	674635.92900	5636331.83500
Plot 4	mesic	VES-322	VES-4-02	P4-T002	674638.28400	5636334.29900
Plot 4	mesic	VES-323	VES-4-02	P4-T014	674635.52700	5636335.03500
Plot 4	mesic	VES-324	VES-4-02	P4-T014	674634.95600	5636332.93400
Plot 4	mesic	VES-325	VES-4-02	P4-T001	674635.01600	5636333.57300
Plot 4	mesic	VES-326	VES-4-02	P4-T037	674634.82600	5636334.19900
Plot 4	mesic	VES-327	VES-4-02	P4-T012	674634.59400	5636332.29200
Plot 4	mesic	VES-328	VES-4-02	P4-T002	674634.35300	5636332.06600
Plot 4	mesic	VES-329	VES-4-02	P4-T001	674634.70900	5636332.20000
Plot 4	mesic	VES-330	VES-4-02	P4-T012	674634.16400	5636333.76400
Plot 4	mesic	VES-331	VES-4-02	P4-T017	674633.96600	5636333.06800
Plot 4	mesic	VES-332	VES-4-02	P4-T012	674632.96700	5636334.31400
Plot 4	mesic	VES-333	VES-4-02	P4-T019	674630.79700	5636332.01500
Plot 4	mesic	VES-334	VES-4-02	P4-T012	674630.79200	5636331.98800
Plot 4	mesic	VES-335	VES-4-02	P4-T017	674630.57200	5636332.08200
Plot 4	mesic	VES-336	VES-4-02 	P4-T014	674632.91890	5636337.93370
Plot 4	mesic	VES-337	VES-4-02 	P4-T001	674632.91890	5636337.93370
Plot 4	mesic	VES-338	VES-4-02 	P4-T001	674632.86450	5636337.74100
Plot 4	mesic	VES-339	VES-4-02 	P4-T017	674632.86450	5636337.74100
Plot 4	mesic	VES-340	VES-4-02 	P4-T001	674632.86450	5636337.74100
Plot 4	mesic	VES-341	VES-4-02 	P4-T066	674632.81330	5636337.55140
Plot 4	mesic	VES-342	VES-4-03	P4-T001	674639.54500	5636329.45200
Plot 4	mesic	VES-343	VES-4-03	P4-T007	674639.53700	5636329.47300
Plot 4	mesic	VES-344	VES-4-03	P4-T003	674639.40400	5636329.50900
Plot 4	mesic	VES-345	VES-4-03	P4-T007	674637.55500	5636330.22300
Plot 4	mesic	VES-346	VES-4-03	P4-T006	674637.51200	5636329.98500
Plot 4	mesic	VES-347	VES-4-04	P4-T100	674639.59600	5636333.39600
Plot 4	mesic	VES-348	VES-4-04	P4-T007	674635.74200	5636330.08000
Plot 5	mesic	VES-178	VES-5-01	P5-T005	674571.84310	5636531.35180
Plot 5	mesic	VES-179	VES-5-01	P5-T006	674571.78110	5636531.21480
Plot 5	mesic	VES-180	VES-5-01	P5-T025	674571.63510	5636531.03580
Plot 5	mesic	VES-181	VES-5-01	P5-T005	674571.57010	5636531.00280
Plot 5	mesic	VES-182	VES-5-01	P5-T005	674571.53610	5636532.05180
Plot 5	mesic	VES-183	VES-5-01	P5-T019	674575.20510	5636534.92680
Plot 5	mesic	VES-184	VES-5-01	P5-T005	674572.19410	5636532.61680
Plot 5	mesic	VES-185	VES-5-01	P5-T005	674574.15310	5636534.33680
Plot 5	mesic	VES-186	VES-5-01	P5-T005	674573.68210	5636534.41880
Plot 5	mesic	VES-187	VES-5-01	P5-T021	674574.92410	5636533.82280
Plot 5	mesic	VES-188	VES-5-01	P5-T005	674574.97810	5636534.00680
Plot 5	mesic	VES-189	VES-5-01	P5-T017	674575.89810	5636533.35680
Plot 5	mesic	VES-190	VES-5-01	P5-T060	674575.15110	5636534.84080
Plot 5	mesic	VES-191	VES-5-01	P5-T005	674571.22910	5636531.61580
Plot 5	mesic	VES-192	VES-5-01	P5-T005	674571.38510	5636531.99780
Plot 5	mesic	VES-193	VES-5-01	P5-T059	674570.69310	5636532.85880
Plot 5	mesic	VES-194	VES-5-01	P5-T005	674571.75910	5636531.94480
Plot 5	mesic	VES-195	VES-5-01	P5-T018	674574.66510	5636527.60380
Plot 5	mesic	VES-196	VES-5-01	P5-T006	674572.96090	5636528.03820
Plot 5	mesic	VES-197	VES-5-01	P5-T006	674572.96090	5636528.03820
Plot 5	mesic	VES-198	VES-5-01	P5-T006	674572.96090	5636528.03820
Plot 5	mesic	VES-199	VES-5-01	P5-T006	674572.96090	5636528.03820
Plot 5	mesic	VES-200	VES-5-01	P5-T003	674572.27370	5636534.93720
Plot 5	mesic	VES-201	VES-5-01	P5-T024	674575.86610	5636535.37080
Plot 5	mesic	VES-202	VES-5-01	P5-T105B	674576.00710	5636535.51180
Plot 5	mesic	VES-203	VES-5-01	P5-T024	674576.86680	5636536.16330
Plot 5	mesic	VES-204	VES-5-01	P5-T024	674577.49480	5636535.96830
Plot 5	mesic	VES-205	VES-5-01	P5-T024	674578.04680	5636536.27130
Plot 5	mesic	VES-206	VES-5-01	P5-T024	674577.72910	5636535.17680
Plot 5	mesic	VES-207	VES-5-01	P5-T024	674575.04210	5636529.09680
Plot 5	mesic	VES-208	VES-5-01	P5-T005	674573.03810	5636531.29480
Plot 5	mesic	VES-209	VES-5-01	P5-T024	674575.79710	5636532.92280
Plot 5	mesic	VES-210	VES-5-01	P5-T024	674576.01710	5636532.68680
Plot 5	mesic	VES-211	VES-5-01	P5-T024	674576.10610	5636532.48380
Plot 5	mesic	VES-212	VES-5-01	P5-T100	674573.58810	5636531.08680
Plot 5	mesic	VES-213	VES-5-01	P5-T010	674571.88010	5636529.98780
Plot 5	mesic	VES-214	VES-5-01	P5-T010	674571.77710	5636530.64880
Plot 5	mesic	VES-215	VES-5-01	P5-T010	674573.01210	5636531.10280
Plot 5	mesic	VES-216	VES-5-01	P5-T010	674573.10910	5636531.07880
